Airline ID,Name,Alias,IATA,ICAO,Country
3834,PAN Air,\N,PV,PNR,Spain
3835,PB Air,\N,9Q,PBA,Thailand
3839,PLUNA,\N,PU,PUA,Uruguay
3840,PMTair,\N,U4,PMT,Cambodia
3850,Jetstar Pacific,Pacific Airlines,BL,PIC,Vietnam
3856,Pacific Coastal Airline,\N,8P,PCO,Canada
3857,Pacific East Asia Cargo Airlines,\N,Q8,PEC,Philippines
3860,Pacific Island Aviation,\N,\N,PSA,United States
3865,Pacific Wings,\N,LW,NMI,United States
3871,Pakistan International Airlines,PIA Pakistan International,PK,PIA,Pakistan
3907,Paramount Airways,\N,I7,PMW,India
3914,Passaredo Transportes Aereos,\N,\N,PTB,Brazil
3926,Pegasus Airlines,\N,PC,PGT,Turkey
3935,Peninsula Airways,\N,KS,PEN,United States
3952,Philippine Airlines,\N,PR,PAL,Philippines
3969,Piedmont Airlines (1948-1989),\N,PI,PDT,United States
3976,Pinnacle Airlines,\N,9E,FLG,United States
3995,Polet,\N,\N,POT,Russia
4013,Polynesian Airlines,\N,PH,PAO,Samoa
4021,Porter Airlines,\N,PD,POE,Canada
4022,Portugalia,\N,NI,PGA,Portugal
4026,Potomac Air,\N,BK,PDC,United States
4031,Precision Air,\N,PW,PRF,Tanzania
4056,Privatair,\N,\N,PTI,Switzerland
4066,Proflight Commuter Services,\N,P0,\N,Zambia
4089,Qantas,Qantas Airways,QF,QFA,Australia
4091,Qatar Airways,\N,QR,QTR,Qatar
4106,RACSA,\N,R6,\N,Guatemala
4113,Kinloss Flying Training Unit,\N,\N,KIN,United Kingdom
4177,Regional Airlines,\N,FN,\N,Morocco
4178,Regional Express,\N,ZL,RXA,Australia
4187,Republic Airlines,\N,RW,RPA,United States
4188,Republic Express Airlines,\N,RH,RPH,Indonesia
4232,Rossiya,\N,R4,\N,Russia
4234,Air Rarotonga,\N,GZ,RAR,Cook Islands
4248,Royal Air Maroc,\N,AT,RAM,Morocco
4255,Royal Brunei Airlines,\N,BI,RBA,Brunei
4259,Royal Jordanian,\N,RJ,RJA,Jordan
4264,Royal Nepal Airlines,\N,RA,RNA,Nepal
4270,Royal Phnom Penh Airways,\N,\N,PPW,Cambodia
4283,Rusline,\N,\N,RLU,Russia
4292,Rwandair Express,\N,WB,RWD,Rwanda
4294,Ryan Air Services,\N,\N,RYA,United States
4295,Ryan International Airlines,\N,RD,RYN,United States
4296,Ryanair,\N,FR,RYR,Ireland
4299,Régional,\N,YS,RAE,France
4304,SATA International,\N,S4,RZO,Portugal
4305,South African Airways,SAA South African Airways,SA,SAA,South Africa
4311,Shaheen Air International,\N,NL,SAI,Pakistan
4319,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,Sweden
4323,ScotAirways,\N,\N,SAY,United Kingdom
4329,S7 Airlines,Sibir Airlines,S7,SBI,Russia
4335,Seaborne Airlines,\N,BB,SBS,United States
4342,Scenic Airlines,\N,\N,SCE,United States
4349,SriLankan Airlines,\N,UL,ALK,Sri Lanka
4356,Sun Country Airlines,\N,SY,SCX,United States
4370,Southeast Air,\N,\N,SEA,United States
4374,Sky Express,\N,G3,SEH,Greece
4375,Spicejet,\N,SG,SEJ,India
4388,Star Flyer,\N,7G,SFJ,Japan
4411,Skagway Air Service,\N,N5,SGY,United States
4414,Sahara Airlines,\N,\N,SHD,Algeria
4429,SATA Air Acores,\N,SP,SAT,Portugal
4435,Singapore Airlines,\N,SQ,SIA,Singapore
4436,Sibaviatrans,\N,5M,SIB,Russia
4438,Skynet Airlines,\N,SI,SIH,Ireland
4454,Sriwijaya Air,\N,SJ,SJY,Indonesia
4455,Sama Airlines,\N,ZS,SMY,Saudi Arabia
4464,Singapore Airlines Cargo,\N,SQ,SQC,Singapore
4469,Siem Reap Airways,\N,FT,SRH,Cambodia
4475,South East Asian Airlines,\N,DG,SRQ,Philippines
4496,Skyservice Airlines,\N,5G,SSV,Canada
4513,Servicios de Transportes A,\N,FS,STU,Argentina
4521,Sudan Airways,\N,SD,SUD,Sudan
4533,Saudi Arabian Airlines,\N,SV,SVA,Saudi Arabia
4547,Southwest Airlines,\N,WN,SWA,United States
4550,Southern Winds Airlines,\N,A4,SWD,Argentina
4559,Swiss International Air Lines,Swiss Airlines,LX,SWR,Switzerland
4560,Swissair,\N,SR,SWR,Switzerland
4563,Swiss European Air Lines,Swiss European,\N,SWU,Switzerland
4564,Swe Fly,\N,WV,SWV,Sweden
4573,SunExpress,\N,XQ,SXS,Turkey
4586,Syrian Arab Airlines,\N,RB,SYR,Syrian Arab Republic
4589,Skywalk Airlines,\N,AL,SYX,United States
4599,Shandong Airlines,\N,SC,CDG,China
4606,SAS Braathens,\N,\N,CNO,Norway
4607,Spring Airlines,\N,9S,CQH,China
4608,Sichuan Airlines,\N,3U,CSC,China
4609,Shanghai Airlines,\N,FM,CSH,China
4611,Shenzhen Airlines,\N,ZH,CSZ,China
4619,Sun D'Or,\N,7L,ERO,Israel
4620,SkyEurope,\N,NE,ESK,Slovakia
4640,Sky Europe Airlines,\N,\N,HSK,Slovakia
4652,Spanair,\N,JK,JKK,Spain
4687,Spirit Airlines,\N,NK,NKS,United States
4691,SATENA,\N,9R,NSE,Colombia
4702,Skywest Airlines,\N,\N,OZW,Australia
4735,Santa Barbara Airlines,\N,S3,BBR,Venezuela
4737,Sky Airline,\N,H2,SKU,Chile
4738,SkyWest,\N,OO,SKW,United States
4739,Skyways Express,\N,JZ,SKX,Sweden
4740,Skymark Airlines,\N,BC,SKY,Japan
4750,SilkAir,\N,MI,SLK,Singapore
4752,Surinam Airways,\N,PY,SLM,Suriname
4776,Sterling Airlines,\N,NB,SNB,Denmark
4781,Skynet Asia Airways,\N,6J,SNJ,Japan
4797,Solomon Airlines,\N,IE,SOL,Solomon Islands
4804,Southern Airways,\N,\N,SOU,United States
4805,Saratov Aviation Division,\N,6W,SOV,Russia
4808,Sat Airlines,\N,HZ,SOZ,Kazakhstan
4816,South Pacific Island Airways,\N,\N,SPI,United States
4822,Shuttle America,\N,S5,TCF,United States
4840,Scat Air,\N,DV,VSV,Kazakhstan
4863,TAME,\N,EQ,TAE,Ecuador
4867,TAM Brazilian Airlines,\N,JJ,TAM,Brazil
4869,TAP Portugal,TAP Air Portugal,TP,TAP,Portugal
4870,Tunisair,\N,TU,TAR,Tunisia
4889,Thai Air Cargo,\N,T2,TCG,Thailand
4896,Thomas Cook Airlines,\N,FQ,TCW,Belgium
4897,Thomas Cook Airlines,\N,MT,TCX,United Kingdom
4933,Trigana Air Service,\N,\N,TGN,Indonesia
4936,Tiger Airways,\N,TR,TGW,Singapore
4937,Tiger Airways Australia,\N,TT,TGW,Australia
4940,Thai Airways International,\N,TG,THA,Thailand
4946,Turk Hava Kurumu Hava Taksi Isletmesi,\N,\N,THK,Turkey
4947,Thai AirAsia,Thai Air Asia,FD,AIQ,Thailand
4951,Turkish Airlines,\N,TK,THY,Turkey
4957,Tajikistan International Airlines,\N,\N,TIL,Tajikistan
4965,Twin Jet,\N,T7,TJT,France
4970,Translift Airways,\N,\N,TLA,Ireland
4981,Trans Mediterranean Airlines,\N,TL,TMA,Lebanon
5002,Tiara Air,\N,3P,TNM,Aruba
5013,Thomsonfly,\N,BY,TOM,United Kingdom
5016,Tropic Air,\N,PM,TOS,Belize
5020,TAMPA,\N,QT,TPA,Colombia
5038,TransAsia Airways,\N,GE,TNA,Taiwan
5039,Transavia Holland,\N,HV,TRA,Netherlands
5041,TACV,\N,VR,TCV,Portugal
5064,Transwest Air,\N,9T,ABS,Canada
5067,Transaero Airlines,\N,UN,TSO,Russia
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,Turkmenistan
5085,Tuninter,\N,UG,TUI,Tunisia
5097,Travel Service,\N,QS,TVS,Czech Republic
5122,TUIfly Nordic,\N,6B,BLX,Sweden
5133,TAAG Angola Airlines,\N,DT,DTA,Angola
5146,Turkish Air Force,\N,\N,HVK,Turkey
5156,TAM Mercosur,\N,PZ,LAP,Paraguay
5160,Trans States Airlines,\N,AX,LOF,United States
5179,Tarom,\N,RO,ROT,Romania
5187,Turan Air,\N,3T,URN,Azerbaijan
5188,TRIP Linhas A,\N,8R,TIB,Brazil
5207,USA3000 Airlines,\N,U5,GWY,United States
5209,United Airlines,\N,UA,UAL,United States
5210,United Air Charters,\N,\N,UAC,Zimbabwe
5234,Ural Airlines,\N,U6,SVR,Russia
5251,UM Airlines,\N,UF,UKM,Ukraine
5265,US Airways,\N,US,USA,United States
5268,US Helicopter,\N,\N,USH,United States
5271,UTair Aviation,\N,UT,UTA,Russia
5279,United States Air Force,\N,\N,AIO,United States
5281,Uzbekistan Airways,\N,HY,UZB,Uzbekistan
5282,Ukraine International Airlines,\N,PS,AUI,Ukraine
5284,US Helicopter Corporation,\N,UH,\N,United States
5297,Valuair,\N,VF,VLU,Singapore
5301,Vasco Air,\N,\N,VFC,Vietnam
5309,Vietnam Airlines,\N,VN,HVN,Vietnam
5311,VIM Airlines,\N,NN,MOV,Russia
5325,Volaris,\N,Y4,VOI,Mexico
5326,Volga-Dnepr Airlines,\N,VI,VDA,Russia
5331,Virgin America,\N,VX,VRD,United States
5333,Virgin Express,\N,TV,VEX,Belgium
5335,Virgin Nigeria Airways,\N,VK,VGN,Nigeria
5347,Virgin Atlantic Airways,\N,VS,VIR,United Kingdom
5350,Viva Macau,\N,ZG,VVM,Macao
5351,Volare Airlines,\N,VE,VLE,Italy
5352,Vueling Airlines,\N,VY,VLG,Spain
5353,Vladivostok Air,\N,XF,VLK,Russia
5354,Varig Log,\N,LC,VLO,Brazil
5360,Virgin Australia,\N,VA,VOZ,Australia
5368,VRG Linhas Aereas,Varig,RG,VRN,Brazil
5373,VASP,\N,VP,VSP,Brazil
5383,VLM Airlines,\N,VG,VLM,Belgium
5397,Wayraper,\N,7W,\N,Peru
5399,WebJet Linhas A,\N,WJ,WEB,Brazil
5401,Welcome Air,\N,2W,WLC,Austria
5411,West Coast Air,\N,8O,\N,Canada
5416,WestJet,\N,WS,WJA,Canada
5424,Western Airlines,\N,WA,WAL,United States
5439,Widerøe,\N,WF,WIF,Norway
5447,Wind Jet,\N,IV,JET,Italy
5451,Wings Air,\N,IW,WON,Indonesia
5461,Wizz Air,\N,W6,WZZ,Hungary
5462,Wizz Air Hungary,\N,8Z,WVL,Bulgaria
5465,World Airways,\N,WO,WOA,United States
5479,XL Airways France,\N,SE,SEU,France
5484,Xiamen Airlines,\N,MF,CXA,China
5492,Yamal Airlines,\N,YL,LLM,Russia
5496,Yemenia,\N,IY,IYE,Yemen
5501,Yuzhmashavia,\N,\N,UMK,Ukraine
5510,Zanair,\N,\N,TAN,Tanzania
5523,Zoom Airlines,\N,Z4,OOM,Canada
5533,Tyrolean Airways,\N,\N,TYR,\N
5559,Maldivian Air Taxi,\N,8Q,\N,Maldives
5584,Sky Express,SkyExpress,XW,SXR,Russia
5651,Royal Air Cambodge,\N,VJ,RAC,Cambodia
5813,Air Mandalay,\N,6T,\N,Burma
5982,Air Busan,\N,BX,ABL,Republic of Korea
6196,Globus,\N,GH,GLP,Russia
6222,Air Kazakhstan,\N,9Y,KZK,Kazakhstan
6557,Japan Air System,\N,JD,JAS,Japan
6855,EasyJet (DS),\N,DS,\N,Switzerland
8359,Star Peru (2I),\N,2I,\N,Peru
8461,Carnival Air Lines,\N,KW,\N,United States
8463,United Airways,\N,4H,UBD,Bangladesh
8576,Fly540,\N,5H,FFV,Kenya
8745,Transavia France,\N,TO,TVF,France
8809,Island Air (WP),\N,WP,MKU,United States
9082,Uni Air,\N,B7,UIA,Taiwan
9135,Gomelavia,\N,YD,\N,Belarus
9239,Red Wings,Avialinii 400,WZ,RWZ,Russia
9335,TUIfly (X3),\N,11,\N,Germany
9343,Felix Airways,\N,FU,FXX,Yemen
9344,Kostromskie avialinii,\N,K1,KOQ,Russia
9373,Greenfly,\N,XX,GFY,Spain
9531,Tajik Air,\N,7J,\N,Tajikistan
9541,Air Mozambique,\N,TM,\N,Mozambique
9577,ELK Airways,\N,--,ELK,Estonia
9620,Gabon Airlines,\N,GY,GBK,Gabon
9626,MCA Airlines,\N,\N,MCA,Sweden
9656,Maldivo Airlines,\N,ML,MAV,Maldives
9666,Virgin Pacific,\N,VH,VNP,Fiji
9764,Zest Air,\N,Z2,\N,Philippines
9784,Yangon Airways,\N,HK,\N,Burma
9809,Eastar Jet,\N,ZE,ESR,South Korea
9810,Jin Air,\N,LJ,JNA,South Korea
9811,Wataniya Airways,\N,\N,KW1,Kuwait
9818,Air Arabia Maroc,\N,3O,\N,Morocco
9825,Baltic Air lines,\N,B1,BA1,Latvia
9828,Ciel Canadien,\N,YC,YCC,Canada
9829,Canadian National Airways,\N,CN,YCP,Canada
9833,Epic Holiday,Epic Holidays,FA,4AA,United States
9838,Indochina Airlines,\N,\N,AXC,Vietnam
9851,Air Comet Chile,\N,3I,\N,Chile
9859,German Air Force - FLB,\N,\N,FLB,Germany
10114,Line Blue,\N,L8,LBL,Germany
10117,FlyLAL Charters,\N,\N,LLC,Lithuania
10122,Salzburg arrows,SZA,SZ,\N,Austria
10123,Texas Wings,\N,TQ,TXW,United States
10128,Dennis Sky,Dennis Sky Holding,DH,DSY,Israel
10224,Zz,\N,ZZ,\N,Belgium
10226,Atifly,\N,A1,A1F,United States
10371,Aerolineas heredas santa maria,\N,\N,SZB,Dominican Republic
10372,Ciao Air,\N,99,\N,Italy
10642,Jc royal.britannica,\N,\N,JRB,United Kingdom
10650,Pal airlines,\N,5P,\N,Chile
10673,CanXpress,\N,C1,CA1,Canada
10674,Danube Wings (V5),\N,V5,\N,Slovakia
10675,Sharp Airlines,\N,SH,SHA,Australia
10683,CanXplorer,\N,C2,CAP,Canada
10715,Click (Mexicana),\N,QA,\N,Mexico
10735,World Experience Airline,WEA,W1,WE1,Canada
10737,ALAK,\N,J4,\N,Russia
10739,Air Choice One,\N,3E,\N,United States
10740,Tianjin Airlines,\N,\N,GCR,China
10741,China United,\N,KN,\N,China
10748,Locair,\N,ZQ,LOC,United States
10758,Safi Airlines,\N,4Q,\N,Afghanistan
10765,SeaPort Airlines,\N,K5,SQH,United States
10776,Salmon Air,\N,S6,\N,United States
10798,Bobb Air Freight,\N,01,\N,Germany
10800,Star1 Airlines,\N,V9,HCW,Lithuania
10845,Pelita,\N,6D,\N,Indonesia
10912,Alaska Seaplane Service,\N,J5,\N,United States
10945,Enerjet,\N,\N,ENJ,Canada
10955,MexicanaLink,\N,I6,MXI,Mexico
10960,Island Spirit,\N,IP,ISX,Iceland
10969,TACA Peru,\N,T0,\N,Peru
11700,Orbest,\N,\N,OBS,Portugal
11719,Southern Air Charter,\N,\N,SOA,Bahamas
11724,SVG Air,\N,\N,SVG,Saint Vincent and the Grenadines
11726,Air Century,\N,\N,CEY,Dominican Republic
11731,Pan Am World Airways Dominicana,PAWA Dominicana,7Q,\N,Dominican Republic
11732,Primera Air,\N,PF,\N,Iceland
11741,Air Antilles Express,\N,3S,\N,Guadeloupe
11751,Sol Lineas Aereas,\N,\N,OLS,Argentina
11755,Regional Paraguaya,\N,P7,REP,Paraguay
11761,VIP Ecuador,\N,V6,\N,Ecuador
11762,Transportes Aereos Cielos Andinos,\N,\N,NDN,Peru
11763,Peruvian Airlines,\N,P9,\N,Peru
11765,EasyFly,\N,\N,EFY,Colombia
11767,Polar Airlines,\N,ЯП,\N,Russia
11794,Catovair,\N,OC,\N,Mauritius
11795,Andalus Lineas Aereas,\N,\N,ANU,Spain
11798,Air 26,\N,\N,DCD,Angola
11800,Mauritania Airways,\N,\N,MTW,Mauritania
11802,CEIBA Intercontinental,\N,\N,CEL,Equatorial Guinea
11804,Halcyonair,\N,7Z,\N,Cape Verde
11805,Business Aviation,\N,4P,\N,Congo (Kinshasa)
11806,Compagnie Africaine d\\'Aviation,\N,E9,\N,Congo (Kinshasa)
11808,Zambia Skyways,\N,K8,\N,Zambia
11811,AlMasria Universal Airlines,\N,UJ,LMU,Egypt
11813,EgyptAir Express,\N,\N,MSE,Egypt
11814,SmartLynx Airlines,\N,6Y,\N,Latvia
11815,Air Italy Egypt,\N,\N,EUD,Egypt
11816,KoralBlue Airlines,\N,K7,KBR,Egypt
11820,Wind Rose Aviation,\N,\N,WRC,Ukraine
11823,Elysian Airlines,\N,E4,GIE,Cameroon
11833,Sevenair,\N,\N,SEN,Tunisia
11834,Hellenic Imperial Airways,\N,HT,IMP,Greece
11836,Amsterdam Airlines,\N,WD,AAN,Netherlands
11838,Arik Niger,\N,Q9,NAK,Niger
11839,Dana Air,\N,DA,\N,Nigeria
11840,STP Airways,\N,8F,STP,Sao Tome and Principe
11843,Med Airways,\N,7Y,\N,Lebanon
11850,Skyjet Airlines,\N,UQ,SJU,Uganda
11855,Air Volga,\N,G6,\N,Russia
11856,Transavia Denmark,\N,\N,TDK,Denmark
11857,Royal Falcon,\N,RL,RFJ,Jordan
11873,Euroline,\N,4L,MJX,Georgia
11943,Turkuaz Airlines,\N,\N,TRK,Turkey
11947,Athens Airways,\N,ZF,\N,Greece
11948,Viking Hellas,\N,VQ,VKH,Greece
11949,Norlandair,\N,\N,FNA,Iceland
11950,Flugfelag Vestmannaeyja,\N,\N,FVM,Iceland
11963,Starline.kz,\N,DZ,\N,Kazakhstan
12960,Lugansk Airlines,\N,L7,\N,Ukraine
12961,Gryphon Airlines,\N,6P,\N,United States
12962,Gadair European Airlines,\N,GP,GDR,Spain
12965,Spirit of Manila Airlines,\N,SM,MNP,Philippines
12975,Chongqing Airlines,\N,OQ,CQN,China
12976,Grand China Air,\N,\N,GDC,China
12978,West Air China,\N,PN,CHB,China
12997,QatXpress,qatXpress,C3,QAX,Qatar
13076,OneChina,OneChina,1C,1CH,China
13088,NordStar Airlines,\N,Y7,\N,Russia
13089,Joy Air,\N,JR,JOY,China
13105,Air India Regional,\N,CD,\N,India
13106,MDLR Airlines,\N,9H,\N,India
13107,Jagson Airlines,\N,\N,JGN,India
13108,Maldivian,\N,Q2,\N,Maldives
13130,Xpressair,\N,XN,\N,Indonesia
13178,Strategic Airlines,\N,VC,\N,Australia
13181,Fars Air Qeshm,\N,\N,QFZ,Iran
13187,Eastok Avia,\N,\N,EAA,Kyrgyzstan
13188,Jupiter Airlines,\N,\N,JPU,United Arab Emirates
13189,Vision Air International,\N,\N,VIS,Pakistan
13190,Al-Naser Airlines,\N,\N,\N,Iraq
13200,Fuji Dream Airlines,\N,JH,\N,Japan
13202,Korea Express Air,\N,\N,KEA,South Korea
13209,Eznis Airways,\N,\N,EZA,Mongolia
13211,Pacific Flier,\N,\N,PFL,Palau
13217,Syrian Pearl Airlines,\N,\N,PSB,Syria
13218,SGA Airlines,\N,5E,\N,Thailand
13242,Air2there,\N,F8,\N,New Zealand
13254,Avianova (Russia),\N,AO,\N,Russia
13303,Parmiss Airlines (IPV),\N,PA,IPV,Iran
13304,EuropeSky,\N,ES,EUV,Germany
13306,BRAZIL AIR,BRAZIL AIR,GB,BZE,Brazil
13335,Homer Air,Homer Sky,MR,OME,Germany
13391,U.S. Air,\N,-+,--+,United States
13394,Jayrow,\N,\\',\\'\\,Australia
13397,Wilderness Air,\N,;;,\N,Australia
13398,Whitaker Air,\N,^^,\N,Australia
13633,PanAm World Airways,\N,WQ,PQW,United States
13690,Virginwings,\N,YY,VWA,Germany
13704,KSY,Kreta Sky,KY,KSY,Greece
13732,Buquebus Líneas Aéreas,\N,BQ,BQB,Uruguay
13734,SOCHI AIR,SOCHI,CQ,KOL,Russia
13757,Wizz Air Ukraine,\N,WU,WAU,Ukraine
13781,88,\N,47,VVN,Cyprus
13815,LCM AIRLINES,\N,LQ,LMM,Russia
13899,Cambodia Angkor Air (K6),\N,K6,\N,Cambodia
13936,Royal European Airlines,\N,69,\N,United Kingdom
13947,Tom\\'s & co airliners,Tom\\'s air,&T,T&O,France
13983,Azul,Azul Linhas Aéreas Brasileiras,AD,AZU,Brazil
14061,LSM Airlines,slowbird,PQ,LOO,Russia
14069,Zapolyarie Airlines,Zapolyarye Airlines,\N,PZY,Russia
14073,Finlandian,\N,\N,FN1,Finland
14094,LionXpress,lionXpress,C4,LIX,Cameroon
14118,Genesis,\N,GK,\N,Pakistan
14388,Congo Express,\N,XZ,\N,Congo (Kinshasa)
14485,Fly Dubai,\N,FZ,FDB,United Arab Emirates
14620,Domenican Airlines,Domenican,D1,MDO,Dominican Republic
14679,ConneX European Airline,\N,\N,2CO,Austria
14849,Aereonautica militare,\N,JY,AXZ,Italy
14858,Kal Star Aviation,\N,\N,KLS,Indonesia
14881,LSM AIRLINES ,Russian. Yours Air Lines ,YZ,YZZ,Russia
15814,UTair-Express,\N,UR,\N,Russia
15837,Huaxia,HUAXIA,G5,\N,China
15867,Zabaykalskii Airlines,Baikal Airlines,ZP,ZZZ,Russia
15887,CBM America,\N,\N,XBM,United States
15893,Marysya Airlines,MARYSYA AIRLINES,M4,1QA,Russia
15897,N1,\N,N1,\N,Peru
15930,Airlink (SAA),\N,4Z,\N,South Africa
15939,Westfalia Express VA,\N,\N,WFX,Germany
15953,JobAir,\N,3B,\N,Czech Republic
15975,Black Stallion Airways,\N,BZ,BSA,United States
15984,German International Air Lines,Germanair,GM,GER,Germany
15985,TrasBrasil,\N,TB,TBZ,Brazil
15989,TransBrasil Airlines,\N,TH,THS,Brazil
15999,China SSS,Chunqiu Airlines,9C,\N,China
16084,AIR INDOCHINE,\N,\N,IIA,Vietnam
16100,Happy Air,\N,\N,HPY,Thailand
16101,Solar Air,\N,\N,SRB,Thailand
16103,Air Mekong,\N,P8,MKG,Vietnam
16110,Harbour Air (Priv),\N,H3,\N,Canada
16116,Air Hamburg (AHO),\N,HH,AHO,Germany
16120,ZABAIKAL AIRLINES,ZABAIKAL ,Z6,ZTT,Russia
16127,TransHolding,Trans,TI,THI,Brazil
16130,SUR Lineas Aereas,\N,\N,SZZ,Argentina
16131,Aerolineas Africanas,\N,\N,AA1,Guinea
16133,Yeti Airways,\N,YT,\N,Nepal
16135,Yellowstone Club Private Shuttle,\N,Y1,\N,United States
16136,Caucasus Airlines,\N,NS,\N,Georgia
16139,Serbian Airlines,\N,S1,SA1,Serbia
16149,Windward Islands Airways,\N,WM,\N,Netherlands Antilles
16150,TransHolding System,\N,YO,TYS,Brazil
16151,CCML Airlines,\N,CB,CCC,Colombia
16198,Small Planet Airlines,\N,\N,ELC,Lithuania
16234,Fly Brasil,Fly Brasil,F1,FBL,Brazil
16261,CB Airways UK ( Interliging Flights ),\N,1F,CIF,United Kingdom
16262,Fly Colombia ( Interliging Flights ),\N,3F,3FF,Colombia
16264,Trans Pas Air,\N,T6,TP6,United States
16273,KMV,\N,МИ,\N,Russia
16323,Himalayan Airlines,Himalaya,HC,HYM,Nepal
16327,Indya Airline Group,Indya1,G1,IG1,India
16329,Sunwing,\N,WG,\N,Canada
16358,Turkish Wings Domestic,\N,\N,TWD,Turkey
16359,Japan Regio,\N,ZX,ZXY,Japan
16362,OCEAN AIR CARGO,\N,\N,IXO,India
16363,Norte Lineas Aereas,NORTE,N0,\N,Argentina
16364,Austral Brasil,Austral Brasil lineas aereas,W7,\N,Brazil
16373,PEGASUS AIRLINES-,\N,H9,\N,Turkey
16409,Nihon.jet connect,\N,\N,NX1,Kyrgyzstan
16415,Camair-co,\N,QC,\N,Cameroon
16459,Sky Regional,Air Canada Express,RS,SKV,Canada
16507,LSM International ,Moskva-air,II,UWW,Russia
16508,Baikotovitchestrian Airlines ,\N,BU,BUU,American Samoa
16511,Luchsh Airlines ,Air luch,L4,LJJ,Russia
16556,ENTERair,\N,\N,QQQ,Poland
16585,Air Cargo Germany,\N,6U,\N,Germany
16615,Mongolian International Air Lines ,Mongol Air ,7M,ZTF,Mongolia
16624,Tway Airlines,\N,TW,TWB,South Korea
16625,Papillon Grand Canyon Helicopters,\N,HI,\N,United States
16628,Jusur airways,\N,JX,JSR,Egypt
16645,NEXT Brasil,NEXT,XB,NXB,Brazil
16660,AeroWorld ,Sovet Air ,W4,WER,Russia
16695,GNB Linhas Aereas,\N,GN,\N,Brazil
16702,Usa Sky Cargo,USky,E1,ES2,United States
16707,Hankook Airline,\N,HN,HNX,South Korea
16717,REDjet,\N,Z7,\N,Barbados
16720,Red Jet Andes,\N,PT,\N,Peru
16721,Red Jet Canada,\N,QY,\N,Canada
16723,Sprintair,\N,\N,SRN,Poland
16724,Red Jet Mexico,\N,4X,\N,Mexico
16725,Marusya Airways,Marusya Air,Y8,MRS,Russia
16726,Era Alaska,\N,7H,ERR,United States
16728,AirRussia,RussianConector,R8,RRJ,Russia
16735,Hankook Air US,\N,H1,HA1,United States
16794,Carpatair Flight Training,\N,\N,SMW,Romania
16796,I-Fly,\N,H5,RSY,Russia
16826,Whitejets,\N,\N,WTJ,Brazil
16837,VickJet,\N,KT,VKJ,France
16844,BVI Airways,\N,XV,\N,British Virgin Islands
16858,Hamburg Airways,\N,\N,HAY,Germany
16860,Salsa d\\'Haiti,\N,SO,SLC,Haiti
16867,Zambezi Airlines (ZMA),\N,ZJ,\N,Zambia
16868,Kan Air,\N,\N,KND,Thailand
16881,Air Cudlua,Air Cudlua,\N,CUD,United Kingdom
16882,Polet Airlines (Priv),\N,YQ,\N,Russia
16895,Air Explore,\N,\N,AXE,Slovakia
16901,12 North,\N,12,N12,India
16919,Holidays Czech Airlines,\N,\N,HCC,Czech Republic
16921,Comtel Air,\N,\N,COE,Austria
16926,Mint Airways,\N,\N,MIC,Spain
16932,Orbit Airlines,Orbit,\N,OBT,United States
16939,Air Bucharest,\N,\N,BUR,Romania
16940,AlbaStar,\N,\N,LAV,Spain
16942,Mauritania Airlines International,\N,L6,MAI,Mauritania
16956,MAT Airways,\N,6F,MKD,Macedonia
16960,Asian Wings Airways,\N,AW,AWM,Burma
16963,Air Arabia Egypt,\N,E5,RBG,Egypt
16967,Eagles Airlines,\N,\N,EGS,Italy
16973,YES Airways,\N,\N,YEP,Poland
16975,Alitalia Cityliner,\N,CT,\N,Italy
16983,Direct Aero Services,\N,\N,DSV,Romania
16985,Medallion Air,\N,\N,MDP,Romania
17022,Orchid Airlines,\N,OI,ORC,Australia
17023,Asia Wings,\N,Y5,AWA,Kazakhstan
17026,Georgian International Airlines,\N,\N,GNN,Georgia
17027,Air Batumi,\N,\N,BTM,Georgia
17082,Skywest Australia,\N,XR,\N,Australia
17083,Nile Air,\N,NP,NIA,Egypt
17086,Feeder Airlines,\N,\N,FDD,Sudan
17094,Senegal Airlines,\N,DN,SGG,Senegal
17095,Fly 6ix,\N,6I,\N,Sierra Leone
17099,Starbow Airlines,\N,S9,\N,Ghana
17115,Copenhagen Express,\N,0X,CX0,Denmark
17408,BusinessAir,\N,8B,BCC,Thailand
17519,SENIC AIRLINES,\N,YR,\N,United States
17563,XOJET,\N,\N,XOJ,United States
17571,Sky Wing Pacific,\N,C7,CR7,South Korea
17572,Bateleur Air,\N,\N,BEU,South Africa
17574,Air Indus,Indus Airlines Pak,PP,AI0,Pakistan
17628,Orbit International Airlines,\N,\N,OAI,United States
17629,Orbit Regional Airlines,\N,\N,OAR,United States
17630,Orbit Atlantic Airways,\N,\N,OAN,United States
17658,Volotea,\N,\N,VOO,Spain
17675,Peach Aviation,\N,MM,\N,Japan
17694,Helitt Líneas Aéreas,\N,\N,HTH,Spain
17695,Russia State Transport,Federal State Budget Inst,\N,RSD,Russia
17726,Malaysia Wings,\N,\N,MWI,Malaysia
17750,Aviabus,\N,U1,ABI,Russia
17780,Michael Airlines,Javi,DF,MJG,Puerto Rico
17786,Korongo Airlines,\N,ZC,KGO,Congo (Kinshasa)
17794,Indonesia Sky,\N,I5,IDS,Indonesia
17841,Aws express,\N,B0,666,United States
17859,Southjet,\N,76,SJS,United States
17860,Southjet connect,\N,77,ZCS,United States
